m,bl,dsp,cva,ad,did,rev
2025-04-01,Select - BFM,TheTradeDesk,Strategus,TTD - Strategus - CTV - $10 Below,STRAT001,30.9
2026-06-01,DSP Marketplace - BFM,Viant,—,Viant - Linear (Mens),345101986269,230.0
2025-03-01,Open Auction - BFM,Amobee,—,Amobee - APP [Display],,32.88
2025-03-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV (Sports - Live Game),966310467171,0.0
2026-05-01,DSP Marketplace - BFM,TheTradeDesk,BFM Internal,TTD Deal - In Market SUV Subaru - CTV,782973249332,15952.68
2025-05-01,Open Auction - BFM,Bidswitch,—,Bidswitch - STB VOD,,0.0
2025-05-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - Fubo - Efficient CPM,302473738758,80.34
2025-01-01,Open Auction - BFM,Between Exchange,—,Bidswitch - APP Display,,0.0
2025-05-01,Open Auction - BFM,TheTradeDesk,—,TTD - APP,,16630.06
2025-06-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - MW - 70%+ VCR,950191416301,17.82
2025-12-01,Open Auction - BFM,DV360,—,Bidswitch - APP 1st Price,,2.96
2026-01-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV - FuseTV,210445449459,1076.5
2025-11-01,DSP Marketplace - BFM,GroundTruth,—,GroundTruth Deal - CTV Univision Philo - 90% VCR,480630561397,323.66
2026-05-01,Select - BFM,JamLoop OpenRTB,TEGNA,Jamloop - AO - News - OTT - TEGNASOURCED 040523,TEGNA6,532.51
2025-05-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Bidswitch Deal - CTV - Roku - MIQ - Political Allowed RON,549029886293,0.0
2025-09-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,Sports Content  - CTV - Contextual - VideoAmp,Beach149,68.23
2025-09-01,DSP Marketplace - BFM,DV360,—,Deal Library - CTV - Women&#039;s History Month (Genre Targeting),BFM041,304.12
2025-10-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Migration,StackAdapt Deal - CTV (Non-News),674172181259,412.18
2026-04-01,DSP Marketplace - BFM,SmartyAds,Beachfront Deal Curation,SmartyAds Bravo Deals - CTV,Beach206,0.0
2025-06-01,Select - BFM,TheTradeDesk,Aki,Aki Deal - CTV -  RON,Aki1,33291.65
2025-05-01,DSP Marketplace - BFM,Xandr,BFM Internal,Xandr Deal - CTV - MiQ (LDA),412577962377,74.55
2025-07-01,Open Auction - BFM,Unruly,—,Unruly Web Display (Desktop Only),,0.0
2025-07-01,Select - BFM,Stirista,Audigent,Audigent & Beachfront - AUD-066529 - Optimum Media - Multiple Brands - CTV ContextualPMP - Fighting US - ctv,Audig1796,0.08
2025-04-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Curation,GroundTruth - Deal - CTV - Fire TV,BFMGT004,16.29
2025-06-01,Select - BFM,Stirista,Audigent,Audigent & Beachfront - AUD-066529 - Optimum Media - Multiple Brands - CTV ContextualPMP - Football US - ctv,Audig1792,0.07
2026-03-01,Open Auction - BFM,Madopi,—,Bidswitch - Desktop [Display],,0.0
2025-08-01,Select - BFM,TheTradeDesk,Sightly,Northwestern Mutual,SightlyNWM,0.0
2025-07-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - OTT - Skechers 2025 - Men 45+ - News,850505153503,646.63
2025-04-01,DSP Marketplace - BFM,Bidswitch,—,Roku Deal - CTV (Political Networks - Conservative) (Pub Targeted) (MiQ),550906806175,0.0
2025-04-01,Open Auction - BFM,DV360,—,Bidswitch - CTV - 1st Price,,24196.48
2025-05-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - CTV - Goodway Group (Publishers),,0.0
2025-02-01,Open Auction - BFM,Bidswitch,—,Bidswitch - Desktop [Display],,0.0
2025-12-01,Select - BFM,Viant,Viant,Fox News,BFViantFoxNews2024,2288.65
2025-06-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Alcohol Category Targeting - Display,Beach102,2.64
2025-09-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - CTV - All Supply w/ Channel Targeting,BFM038,114.74
2026-02-01,Open Auction - BFM,—,—,F0044732 LUP FOOTAGE SEM 2026 20s,,0.0
2025-07-01,Open Auction - BFM,Yahoo DSP,—,Yahoo - CTV - Open Auction- Efficiency Monitoring,,66.95
2025-10-01,Open Auction - BFM,Zeta DSP,—,Bidswitch - APP 1st Price,,0.02
2026-06-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Curation,StackAdapt_Standard Inventory Packages_Beachfront_2025_Entertainment,Beach164,4360.61
2025-09-01,DSP Marketplace - BFM,4INFO,—,Cadent_OutsideTV_PMP,524219392199,0.0
2025-08-01,Select - BFM,Bidswitch,Infillion Demand,Signet | Male Self Gifters | CTV,SignetInfilGiftBeachCTV,0.0
2026-05-01,Select - BFM,Viant,—,Viant - Linear (Sports),598949723631,10.0
2025-08-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - OLV - Short-Form - 60%+ VCR - $10 Max - SPL,914358280975,0.0
2025-05-01,Open Auction - BFM,Excelate,—,Bidswitch - APP Display,,0.0
2025-04-01,Open Auction - BFM,Adform,—,Bidswitch - MW - 1st Price (HB),,0.0
2025-09-01,Open Auction - BFM,Streamworx Lda.,—,Bidswitch - APP,,0.0
2025-01-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - Goodway Group - CTV (RON),,0.0
2025-01-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Version2 Matterport - Contextual CTV_BFM,IRIS00263,129.87
2025-01-01,Select - BFM,Yahoo DSP,Camelot,Yahoo - vMVPDs - Sports,PMGvMVPDSports,11.56
2025-02-01,Open Auction - BFM,Xandr,—,(0319) Xandr Deal - CTV - Hotmart - Innovid Test,,0.0
2025-04-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Political Issues Category Targeting - Video/CTV,Beach116,65.4
2025-12-01,Select - BFM,Bidswitch,IRIS,IRIS.TV - OMD - National Guard - Sentiment CTV_BFM,IRIS00270,0.0
2025-12-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - CTV - Spanish Political CTV,445972645214,656.55
2025-02-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant Future Today CTV (225478),,7.19
2025-08-01,Open Auction - BFM,—,—,F0039568 F1 GP PAISES BAJOS DOMINGO 30,,0.0
2025-03-01,Open Auction - BFM,GroundTruth,—,GroundTruth Display,,119.78
2026-05-01,Open Auction - BFM,DV360,—,Bidswitch - APP 1st Price,,0.12
2025-05-01,Open Auction - BFM,TheTradeDesk,—,PlayerWon Test Deal,,0.0
2025-06-01,DSP Marketplace - BFM,Octillion,—,Octillion Deal - CTV - Future Today,982107772461,0.0
2025-08-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant Newsy CTV (203803),,27.35
2025-08-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Curation,MLB - CTV - Contextual - Tentpole Deal - GroundTruth,Beach140,1.97
2025-08-01,Open Auction - BFM,SmartyAds,—,SmartyAds - CTV (Streaming Apps),,1122.73
2025-08-01,Open Auction - BFM,SmartyAds,—,SmartyAds - Web [Display],,386.96
2026-05-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Cannabis Category Targeting - Video/CTV,Beach111,5584.63
2026-02-01,Open Auction - BFM,Lemma DSP,—,Lemma DSP CTV Ad (COPPA),,0.27
2025-04-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - In Market SUV Subaru - CTV,782973249332,957.4
2025-12-01,DSP Marketplace - BFM,TheTradeDesk,BFM Internal,TTD Deal - CTV - Goodway Group (<$15),778377951937,10399.59
2025-02-01,Open Auction - BFM,LoopMe,—,LoopMe Deal - CTV - Olympics (Fubo),,0.0
2025-09-01,DSP Marketplace - BFM,Bidswitch,—,Bidswitch Deal - Zeta - CTV - $5-$9 (Spanish),965563756301,0.0
2025-11-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Migration,TTD Deal - CTV ($18),955413904519,971.31
2025-04-01,DSP Marketplace - BFM,MadHive,—,Madhive Deal - CTV Genre Sports,BFM021,73.35
2026-02-01,DSP Marketplace - BFM,Zeta DSP,Beachfront Deal Curation,Bidswitch Deal - CTV - Zeta - Paramount (No Pluto),732808904693,10237.49
2026-02-01,DSP Marketplace - BFM,LoopMe,Beachfront Deal Curation,Seedtag CTV - LoopMe - NHL Playoff Race,SeedtagCTV0163206217,0.0
2026-02-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant Deal - CTV - Spanish Political CTV,445972645214,34.52
2025-07-01,DSP Marketplace - BFM,Viant,—,AOD Deal - Viant - Cannabis Allowed ,304579523560,12.63
2025-11-01,Open Auction - BFM,Adtheorent,—,Ad Theorent - Desktop Video (LQPS Audit),,12.9
2025-10-01,DSP Marketplace - BFM,Beeswax,—,Beeswax Deal - CTV - Sensitive (Non-Cannabis),343539490451,1184.44
2025-09-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant Outside CTV (203821),,0.02
2025-09-01,DSP Marketplace - BFM,SimpliFi,—,Simplifi Deal - OTT,468896186068,0.0
2025-04-01,Select - BFM,Beeswax,Future Today,Beeswax Deal - Tatari,Futur1,6.12
2025-04-01,DSP Marketplace - BFM,Bidswitch,—,T-Ads_CTV_Beachfront_Univision_$9,401249711505,0.0
2025-07-01,Open Auction - BFM,JamLoop OpenRTB,—,0,"620792611801, 855918727592, 533370911919",0.0
2025-09-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Curation,Octillion Deal - CTV - Fox Local TV,638579853073,6263.46
2026-04-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant - Seedtag Q1 Tentpole - March Madness - Contextual CTV,Beach217,14.12
2026-03-01,Select - BFM,Viant,Viant,GameShow,BFViantGameShow,65.79
2025-03-01,Open Auction - BFM,Between Exchange,—,Bidswitch - Desktop - 1st Price (HB),,0.0
2026-02-01,Open Auction - BFM,TheTradeDesk,—,TTD - CTV (LG Ads Only),,131.87
2025-08-01,Select - BFM,Xandr,IRIS,MNI - Climate & Enviroment CTV_BFM,IRIS76,0.0
2025-02-01,Open Auction - BFM,Lift,—,Bidswitch - APP Display,,0.0
2025-03-01,Open Auction - BFM,4INFO,—,4INFO Deal - CTV - T1 Indirect - (COOK),,0.0
2025-06-01,Open Auction - BFM,Viant,—,0,,0.0
2026-06-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Video Gaming CTV_BFM,IRIS00296,90.62
2026-06-01,Open Auction - BFM,Yahoo DSP,—,Yahoo - CTV - Open Auction,,1892.37
2026-02-01,Select - BFM,Adtelligent,A+E Networks,Adtilligent Deal,AENet1,0.0
2026-02-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - OTT - Skechers 2025 - Women 45+ - Entertainment,132775440867,0.0
2025-05-01,DSP Marketplace - BFM,SimpliFi,—,Simpli.fi Deal - CTV - (AMC),614613336893,27.79
2025-07-01,Open Auction - BFM,MadHive,—,MadHive - APP - 1st Price,,9.06
2026-06-01,Open Auction - BFM,Equativ,—,SEEDTAG (DON'T USE),,0.09
2026-06-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Migration,Basis Deal - CTV RON - $10 Floor,893090891708,860.95
2026-06-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Beauty & Cosmetics Enthusiasts - Connected TV,STNXCTV001,0.0
2025-04-01,Open Auction - BFM,OnSpot Data,—,Bidswitch - MW [Display],,0.0
2026-02-01,DSP Marketplace - BFM,TheTradeDesk,BFM Internal,TTD Deal - CTV - Goodway Group (<$15),778377951937,1545.47
2025-09-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,MLB - CTV - Contextual - Tentpole Deal - Conversant,Beach133,2.9
2025-04-01,Open Auction - BFM,Between Exchange,—,Bidswitch - Desktop - 1st Price (HB),,0.0
2025-10-01,Open Auction - BFM,—,—,1PlayWorks test,,0.06
2026-01-01,Select - BFM,Xandr,MultiLocal,mCanvas_mlm_Roku_BR_CTV_Xandr_BF_MLMBRID7304,Multi47,0.0
2026-01-01,Open Auction - BFM,TheTradeDesk,—,0,,0.0
2025-09-01,Select - BFM,AdElement,Infillion Demand,Pulte RON - Display 2,InfPulteRON2,0.0
2026-01-01,Open Auction - BFM,Infillion,—,Bidswitch - CTV (Charter),,0.0
2025-07-01,Select - BFM,TheTradeDesk,Strategus,Strategus - NYSERDA - KSV Agency - CTV + App Deal - Cooking Channels/Networks,Strat58,0.0
2025-02-01,Open Auction - BFM,Aroscop,—,Bidswitch - MW - 1st Price (HB),,0.0
2025-01-01,DSP Marketplace - BFM,MadHive,Beachfront Deal Curation,MadHive Deal - CTV RON,983264025678,667.41
2025-10-01,DSP Marketplace - BFM,MadHive,BFM Internal,MadHive - CTV - Fubo (Price Targeted),MH38,860.77
2025-02-01,Select - BFM,TheTradeDesk,Chief Media,Beachfront TTD Deal - Walmart CTV - Live Golf,Chief15,0.0
2025-04-01,Select - BFM,Bidswitch,MultiLocal,T9_mlm_TA_US_CT_CTV_BF_MLMBRID4972,Multi24,0.0
2025-11-01,Open Auction - BFM,Viant,—,Viant - MW [Display],,813.43
2026-06-01,DSP Marketplace - BFM,Viant,Beachfront Deal Curation,Viant DirectTV CTV Deal,482917560394,7470.99
2025-07-01,Open Auction - BFM,Epsilon (Conversant),—,Conversant Outside CTV (203821),,0.98
2025-08-01,Open Auction - BFM,Samsung DSP,—,Bidswitch - CTV - 1st Price (Bundle 151908),,2.53
2025-04-01,Open Auction - BFM,TheTradeDesk,—,TTD - Seedtag - Pub ID Swap Test,,694.47
2025-07-01,DSP Marketplace - BFM,4INFO,—,4INFO Deal - CTV - T1 Indirect - (USA),889893239659,0.0
2025-02-01,Open Auction - BFM,Walmart,—,TTD - MW [Display],,78.73
2025-05-01,Open Auction - BFM,IQM,—,IQM - In-App Video - Open Auction,,0.28
2025-06-01,DSP Marketplace - BFM,Octillion,—,Octillion Deal - CTV - A+E,747279147159,502.63
2026-05-01,Open Auction - BFM,Amazon DSP,—,Bidswitch - MW [Display],,0.0
2026-06-01,Open Auction - BFM,Beeswax,—,Beeswax - CTV - Open Auction WEST,,29291.6
2026-01-01,Select - BFM,TheTradeDesk,Infillion Demand,ez cater | HR Leaders | CTV,ezCBizInfilBeachHRVidCTV,0.0
2025-05-01,Open Auction - BFM,DV360,—,Bidswitch - CTV - 1st Price (Bundle 151908),,124.87
2025-11-01,Open Auction - BFM,—,—,F0039514 90 GENERICO LUN MIER VIER 15,,0.0
2025-08-01,Open Auction - BFM,TheTradeDesk,—,TTD - MW [Display],,3257.06
2025-08-01,Select - BFM,Viant,Audigent,Audigent & Beachfront - AUD-066527 - Optimum Media - Multiple Brands - CTV ContextualPMP - Hockey US - ctv,Audig1798,0.0
2026-06-01,Open Auction - BFM,SmartyAds,—,SmartyAds - CTV (Plex),,1032.52
2025-07-01,DSP Marketplace - BFM,JamLoop OpenRTB,—,JamLoop Deal - CTV - EW Scripps - Vegas Golden Knights,612418020365,452.4
2026-04-01,Open Auction - BFM,Demandbase,—,DemandBase - CTV,,658.86
2025-07-01,Select - BFM,Stirista,Audigent,Audigent & Beachfront - AUD-066529 - Optimum Media - Multiple Brands - CTV ContextualPMP - Golf US - ctv,Audig1785,0.0
2025-12-01,Open Auction - BFM,StackAdapt,—,StackAdapt - CTV - Open Auction,,149667.74
2025-05-01,DSP Marketplace - BFM,StackAdapt,Beachfront Deal Migration,StackAdapt Deal - OTT - App/Web Small-Screen,144324152531,1683.16
2026-02-01,Open Auction - BFM,Zeta DSP,—,Bidswitch - CTV (AMC),,0.07
2025-07-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Bidswitch Deal - CTV - Zeta - Paramount (No Pluto),732808904693,0.0
2025-06-01,Open Auction - BFM,Bidswitch,—,Bidswitch - Desktop - 1st Price (HB),,0.0
2025-04-01,DSP Marketplace - BFM,Bidswitch,—,Bidswitch Deal - CTV (Samsung Always on),BFMSMG001,0.0
2025-04-01,Open Auction - BFM,DV360,—,Bidswitch - APP Display,,960.63
2025-06-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Curation,NBA - Live - CTV - Contextual - Tentpole Deal - GroundTruth,Beach137,8.31
2025-09-01,DSP Marketplace - BFM,StackAdapt,—,StackAdapt Deal - CTV (Premium),109040994585,1.67
2025-12-01,Open Auction - BFM,Zeta DSP,—,Bidswitch - CTV (AMC),,0.08
2026-04-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - Bully Pulpit - CTV Cannabis Approved,133914955,0.0
2026-05-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - IRIS-enabled CTV_BFM,IRIS00320,1071.85
2026-04-01,Open Auction - BFM,Walmart,—,TTD - Desktop - 1st Price (HB),,21.34
2026-05-01,Select - BFM,Viant,Viant,Fox News,BFViantFoxNews2024,731.53
2026-02-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant -  NH State Lottery CTV_BFM,IRIS00357,16.81
2026-02-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Capable - Emotional Sentiment CTV_BFM,IRIS00293,1007.7
2025-07-01,Select - BFM,Xandr,Quorum,Quorum Optimized > MSFT > High Index Zips - Jaguar/Land Rover Dealership Visitors - Banner,Quoru125,0.0
2025-04-01,Open Auction - BFM,Beeswax,—,Beeswax - Display - Desktop/MW,,1009.03
2025-02-01,Open Auction - BFM,4INFO,—,4INFO Deal - CTV (Indirect T2 - HALL),,0.0
2025-08-01,DSP Marketplace - BFM,PulsePoint,—,Pulsepoint Deal - CTV - CMI - iCTV Supply,560101639946,0.0
2026-02-01,Open Auction - BFM,Knorex,—,Bidswitch - CTV (AMC),,0.0
2026-02-01,Open Auction - BFM,SmartyAds,—,0,,0.0
2025-02-01,DSP Marketplace - BFM,Yahoo DSP,Beachfront Deal Curation,Yahoo Deal - CTV - Halloween (Division D),999528028996,0.01
2025-06-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - Walmart - CTV Gaming,,0.0
2026-04-01,Open Auction - BFM,Walmart,—,TTD - APP - 1st Price,,0.0
2026-05-01,Open Auction - BFM,—,—,F0046687 LUP PREV POST MEX AUSTRALIA SABADO,,0.0
2025-09-01,Open Auction - BFM,Webeye,—,Bidswitch - APP,,0.06
2025-02-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Migration,TTD - Captify - CTV - Pet Owners (Audience Targeting),541823948952,0.14
2025-09-01,Open Auction - BFM,—,—,Centro Display InApp,,0.0
2025-01-01,DSP Marketplace - BFM,Octillion,Beachfront Deal Migration,Octillion Deal - CTV - Philo,747279147181,494.84
2025-01-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV (Division D Fixed $10),992432077711,27.35
2025-01-01,DSP Marketplace - BFM,TheTradeDesk,—,TTD Deal - CTV - Seedtag Priority Pubs,122056032436,591.79
2025-01-01,DSP Marketplace - BFM,4INFO,—,Cadent_Cooking Channel_PMP,752886477030,-0.0
2025-06-01,DSP Marketplace - BFM,Basis Technologies,—,Basis Deal - CTV Genre - Sports,BFM021,607.99
2025-02-01,DSP Marketplace - BFM,MadHive,—,MadHive Deal - CTV/Web/App (Blue Hemp),148764773157,39.19
2025-02-01,Open Auction - BFM,TheTradeDesk,—,TTD Deal - Competitive Conquest Subaru - CTV - Omaha Only,,0.0
2026-06-01,Select - BFM,TheTradeDesk,IRIS,IRIS.TV - Quantum11 - Potbelly Sentiment CTV_BFM,IRIS00283,46.6
2025-08-01,Open Auction - BFM,SmartClip,—,Vizio_SmartClip_Mexico_$8,,0.0
2025-03-01,Open Auction - BFM,TheTradeDesk,—,TTD - Seedtag - Pub ID Swap Test,,972.0
2025-03-01,Select - BFM,TheTradeDesk,SilverBack,TTD Deal - OLV - Silverback (RON) - Select,364776817346,2364.4
2025-05-01,Open Auction - BFM,4INFO,—,4INFO Deal - CTV - T1 Indirect - (TRU),,0.0
2026-05-01,DSP Marketplace - BFM,Viant,BFM Internal,Viant Deal - CTV (Genre: Movie),737121000152,1793.32
2025-02-01,Open Auction - BFM,SimpliFi,—,SimpliFi - Desktop [Display],,1706.2
2026-01-01,DSP Marketplace - BFM,Beeswax,Beachfront Deal Curation,Beeswax - CTV - VideoAmp - Holiday Travel,VideoAmp15938,7.25
2026-01-01,Open Auction - BFM,Viant,—,Viant - Desktop - 1st Price,,1946.72
2026-01-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Healthy Living CTV_BFM,IRIS00318,627.38
2025-04-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV - Catawba Two Kings Casino 2025,589953934941,487.2
2025-04-01,Open Auction - BFM,Basis Technologies,—,Basis Deal - Linear Testing (Dish),,0.0
2025-06-01,Open Auction - BFM,Basis Technologies,—,Centro Display Web,,18219.74
2025-12-01,Open Auction - BFM,The Media Sense,—,The Media Sense DSP CTV Ads Direct,,0.0
2025-02-01,DSP Marketplace - BFM,Zeta DSP,Beachfront Deal Curation,Bidswitch Deal - Zeta - CTV - Political (FP1),625581164304,62.78
2025-02-01,DSP Marketplace - BFM,MadHive,BFM Internal,MadHive - CTV - Pluto Bundle Override (Price Targeted),MH32,45229.26
2025-07-01,DSP Marketplace - BFM,SimpliFi,—,Simpli.fi Deal - CTV (LG Ads),225331237285,39.34
2025-09-01,DSP Marketplace - BFM,TheTradeDesk,Beachfront Deal Curation,TTD Deal - CTV - Curated by Seedtag - Gamers (Test),693716785702,0.0
2025-06-01,DSP Marketplace - BFM,Viant,—,Viant Deal - CTV (Minority / Woman Owned),BFM027,0.71
2025-07-01,Select - BFM,Bidswitch,QRate,QrateUS_Honduras_CTV,QRate50,0.0
2025-05-01,Open Auction - BFM,Basis Technologies,—,Centro Video InApp,,0.18
2025-05-01,Open Auction - BFM,Viant,—,AOD Deal - Viant - Cannabis Allowed ,,0.0
2025-06-01,DSP Marketplace - BFM,GroundTruth,Beachfront Deal Curation,GroundTruth Sensitive Category Deal - Nicotine - CTV,Beach119,6196.05
2025-02-01,Open Auction - BFM,Amazon DSP,—,Bidswitch - MW - 1st Price (HB),,495.04
2025-02-01,Open Auction - BFM,Basis Technologies,—,Centro Video Web (1st Price),,18139.23
2026-03-01,Open Auction - BFM,Viant,—,Viant - Desktop [Display],,295.28
2026-04-01,Select - BFM,TheTradeDesk,Chief Media,TTD - Chief Media - CTV - Fox - Force Factor - Channel/Network - Deal,368357507405,0.0
2025-10-01,Select - BFM,Viant,Viant,the first,TheFirstTV,0.0
2026-02-01,Open Auction - BFM,Viant,—,Viant - MW,,5048.07
2025-05-01,Select - BFM,Viant,IRIS,IRIS.TV - Viant - Home & Garden CTV_BFM,IRIS00339,4.9
2025-10-01,Open Auction - BFM,Streamworx Lda.,—,Bidswitch - APP,,0.0
2026-02-01,DSP Marketplace - BFM,Basis Technologies,Beachfront Deal Curation,Basis Deal - CTV - Skechers 2025 - Women 45+ - Entertainment,105507977165,0.0
2025-07-01,DSP Marketplace - BFM,Octillion,—,Octillion Deal - CTV - LG,976376076664,0.04
2026-06-01,DSP Marketplace - BFM,Bidswitch,Beachfront Deal Curation,Seedtag NeuroX | Always-On | Health Coverage Seekers - Connected TV,STNXCTV024,0.0
2025-08-01,Open Auction - BFM,Quantcast,—,0,,0.0
2025-02-01,Open Auction - BFM,Streamworx Lda.,—,Bidswitch - CTV (Charter),,0.0
2025-03-01,DSP Marketplace - BFM,Viant,—,Viant+Krush Deal - CTV - Low Tier $8,818799654535,0.0
2025-09-01,DSP Marketplace - BFM,Epsilon (Conversant),Beachfront Deal Curation,Conversant Deal - Display - Health and Wellness,498981940349,0.85
